"source","translation_en_US"
"Patrol","Patrol"
"Reserve %1  ·  Build time %2s","Reserve %1  ·  Build time %2s"
"Range","Range"
"Repair","Repair"
"Sight","Sight"
"Speed","Speed"
"Strengths and weaknesses","Strengths and weaknesses"
"Unit details","Unit details"
"What it can do","What it can do"
"What it costs","What it costs"
"Fields %n soldier(s) in one squad.","Fields one soldier in one squad. | Fields %n soldiers in one squad."
"Archer","Archer"
"Swordsman","Swordsman"
"Spearman","Spearman"
"Mounted Knight","Mounted Knight"
"Horse Archer","Horse Archer"
"Horse Spearman","Horse Spearman"
"Healer","Healer"
"Skeleton Swordsman","Skeleton Swordsman"
"Skeleton Archer","Skeleton Archer"
"Grave Priest","Grave Priest"
"Catapult","Catapult"
"Ballista","Ballista"
"War Elephant","War Elephant"
"Quintus Fabius Maximus","Quintus Fabius Maximus"
"Publius Cornelius Scipio","Publius Cornelius Scipio"
"Marcus Claudius Marcellus","Marcus Claudius Marcellus"
"Hanno the Great","Hanno the Great"
"Hasdrubal Barca","Hasdrubal Barca"
"Hannibal Barca","Hannibal Barca"
"Builder","Builder"
"Civilian","Civilian"
"Sheep","Sheep"
"Wolf","Wolf"
"Unknown Troop","Unknown Troop"
"African War Elephant","African War Elephant"
"Auxiliary Archer","Auxiliary Archer"
"Carthaginian Ballista","Carthaginian Ballista"
"Carthaginian Catapult","Carthaginian Catapult"
"Citizen Infantry","Citizen Infantry"
"Equites","Equites"
"Faber","Faber"
"Legionary","Legionary"
"Liby-Phoenician Spear","Liby-Phoenician Spear"
"Libyan Archer","Libyan Archer"
"Medicus","Medicus"
"Numidian Cavalry","Numidian Cavalry"
"Onager","Onager"
"Phoenician Craftsman","Phoenician Craftsman"
"Sacred Band Healer","Sacred Band Healer"
"Triarius","Triarius"
"An ancient army marched with its own carpenters and masons, raising and fortifying a camp every night.","An ancient army marched with its own carpenters and masons, raising and fortifying a camp every night."
"Ancient armies kept surgeons close to the line; the wounded who walked away were the difference between a campaign and a rout.","Ancient armies kept surgeons close to the line; the wounded who walked away were the difference between a campaign and a rout."
"Anti-cavalry spear line","Anti-cavalry spear line"
"Archers are the answer to it, and massed bows bring it down before it closes.","Archers are the answer to it, and massed bows bring it down before it closes."
"As brittle as any archer, and it withers as soon as the line in front of it fails.","As brittle as any archer, and it withers as soon as the line in front of it fails."
"Awakened","Awakened"
"Battle caster","Battle caster"
"Behind every field army stood the farms and quarries that fed it, and the people who worked them.","Behind every field army stood the farms and quarries that fed it, and the people who worked them."
"Bows decided few ancient battles outright, but a volley loosed before contact could break a formation's nerve.","Bows decided few ancient battles outright, but a volley loosed before contact could break a formation's nerve."
"Breaks on a braced spear line, which cuts mounted troops down at more than twice the usual rate.","Breaks on a braced spear line, which cuts mounted troops down at more than twice the usual rate."
"Cannot fight. Left unguarded it dies to anything that reaches it.","Cannot fight. Left unguarded it dies to anything that reaches it."
"Carries more health than any squad on the field, and its reach breaks a line that stands to receive it.","Carries more health than any squad on the field, and its reach breaks a line that stands to receive it."
"Carthage bought its archers from Libya and the islands, paying in silver what Rome demanded of its citizens.","Carthage bought its archers from Libya and the islands, paying in silver what Rome demanded of its citizens."
"Carthage sent its own citizens into the line only when the city itself was threatened. The rest of the army was hired.","Carthage sent its own citizens into the line only when the city itself was threatened. The rest of the army was hired."
"Carthage took its elephants from the forests south of the Atlas, smaller than the Indian beasts but the terror of Italy.","Carthage took its elephants from the forests south of the Atlas, smaller than the Indian beasts but the terror of Italy."
"Carthaginian engineers learned artillery from the Greek cities of Sicily, and then improved on it.","Carthaginian engineers learned artillery from the Greek cities of Sicily, and then improved on it."
"Caster","Caster"
"Cavalry","Cavalry"
"Cavalry rarely charged an unbroken line. It waited for a flank to open and then finished the day.","Cavalry rarely charged an unbroken line. It waited for a flank to open and then finished the day."
"Close-order swordsmen were the expensive core of a Mediterranean army, drilled to hold a line rather than to duel.","Close-order swordsmen were the expensive core of a Mediterranean army, drilled to hold a line rather than to duel."
"Command","Command"
"Costs nothing to raise and never breaks, so it buys time no living troop would.","Costs nothing to raise and never breaks, so it buys time no living troop would."
"Cursed Arrow Volley","Cursed Arrow Volley"
"Cursed missile line","Cursed missile line"
"Defenceless at close quarters. Infantry that reaches it kills it in a few seconds.","Defenceless at close quarters. Infantry that reaches it kills it in a few seconds."
"Denies ground nothing else can reach, at well over twice an archer's range.","Denies ground nothing else can reach, at well over twice an archer's range."
"Elite","Elite"
"Engineer and labourer","Engineer and labourer"
"Every arrow that lands leaves a curse on its target, draining the will of the formation it struck.","Every arrow that lands leaves a curse on its target, draining the will of the formation it struck."
"Expendable","Expendable"
"Expendable line infantry","Expendable line infantry"
"Faction-defining heavy beast","Faction-defining heavy beast"
"Fast enough to choose its own fight, and it rides down archers left without a screen.","Fast enough to choose its own fight, and it rides down archers left without a screen."
"Field surgeon","Field surgeon"
"Fireball","Fireball"
"Fragile once contacted. Cavalry overruns it whenever it has no melee screen.","Fragile once contacted. Cavalry overruns it whenever it has no melee screen."
"Gathers and delivers the resources every other unit is paid for with.","Gathers and delivers the resources every other unit is paid for with."
"Has no melee worth the name, and spears punish it the moment it is caught.","Has no melee worth the name, and spears punish it the moment it is caught."
"Heavy infantry","Heavy infantry"
"Heavy line infantry","Heavy line infantry"
"Horse archers came from the steppe and the desert margins, and Mediterranean armies hired them rather than raised them.","Horse archers came from the steppe and the desert margins, and Mediterranean armies hired them rather than raised them."
"Hurls fire that bursts across a formation and clings to the ground where it lands.","Hurls fire that bursts across a formation and clings to the ground where it lands."
"Hurls fire that bursts across a formation and leaves the ground burning where it lands.","Hurls fire that bursts across a formation and leaves the ground burning where it lands."
