"source","translation_tr_TR"
"Move, and read the feedback","Hareket et ve geri bildirimi oku"
"Attack the Roman scouts","Roma izcilerine saldır"
"Fell timber","Kereste devir"
"Quarry stone, mine iron","Taş kır, demir çıkar"
"Raise a Home","Bir Ev yükselt"
"Recruit a soldier","Bir asker devşir"
"Assemble an army","Bir ordu topla"
"Defend the camp","Kampı savun"
"Guard, Hold and Patrol","Nöbet, Mevzi ve Devriye"
"Your commander","Komutanın"
"The camera","Kamera"
"Pause and game speed","Duraklatma ve oyun hızı"
"Objectives","Hedefler"
"Take the Roman camp","Roma kampını al"
"Everything starts with a selection. Left-click a soldier to select it, or hold the left button and drag a box around several. Selected troops show a ring at their feet, and the panel at the bottom lists who is under your command.","Her şey bir seçimle başlar. Bir askeri seçmek için sol tıkla ya da sol tuşu basılı tutup birkaçının çevresine kutu çiz. Seçili birliklerin ayaklarında bir halka belirir ve alttaki panel emrindeki kişileri sıralar."
"With troops selected, right-click on the ground to march there. A marker appears where they are headed and the banner above the command grid confirms the order. A rejected order says why it could not be carried out - read the banner when nothing happens.","Birlikler seçiliyken oraya yürümeleri için zemine sağ tıkla. Gittikleri yerde bir işaret belirir ve komut ızgarasının üstündeki şerit emri onaylar. Geri çevrilen bir emir neden yerine getirilemediğini söyler - hiçbir şey olmadığında şeridi oku."
"A Roman scouting party stands just beyond your tents; the minimap marks enemies in red. Right-click an enemy to attack it, or press Attack and click the target. While your troops fight, the target panel above the command grid tracks the enemy's health.","Çadırlarının hemen ötesinde bir Roma keşif kolu duruyor; mini harita düşmanları kırmızıyla işaretler. Saldırmak için bir düşmana sağ tıkla ya da Saldır'a basıp hedefe tıkla. Birliklerin çarpışırken komut ızgarasının üstündeki hedef paneli düşmanın canını izler."
"Wood pays for nearly everything. Select a builder, press Collect and click a pine tree. The builder fells it, carries the logs to the stone yard beside your barracks, and only when the load is dropped there does the wood counter in the top bar rise. Auto Gather keeps a builder working the nearest nodes on its own.","Neredeyse her şeyin bedelini odun öder. Bir inşaatçı seç, Topla'ya bas ve bir çam ağacına tıkla. İnşaatçı onu devirir, kütükleri kışlanın yanındaki taş avlusuna taşır ve odun sayacı üst çubukta ancak yük oraya bırakılınca yükselir. Otomatik Topla, bir inşaatçıyı en yakın kaynaklarda kendiliğinden çalıştırır."
"Boulders yield stone for buildings and towers; ore seams yield iron for blades and armour. Both are hauled to the same barracks yard, which fills up as your stores grow. Gold comes with the camp and from trade at a marketplace. Set one builder on the boulders and another on the ore.","Kayalar yapılar ve kuleler için taş verir; cevher damarları kılıçlar ve zırhlar için demir verir. İkisi de aynı kışla avlusuna taşınır ve avlu deposun büyüdükçe dolar. Altın kampla birlikte gelir ve pazardaki ticaretten kazanılır. Bir inşaatçıyı kayalara, bir başkasını cevhere koş."
"Select a builder and press Build to open the structure list. Each card shows its cost in wood, stone and gold; a grey card means you cannot afford it yet. Choose Home, then move the outline: green means the ground is flat and clear, red means it is blocked. Scroll to rotate, left-click to confirm. Homes raise the families your barracks will later recruit from.","Bir inşaatçı seç ve yapı listesini açmak için İnşa'ya bas. Her kart bedelini odun, taş ve altın olarak gösterir; gri bir kart henüz gücünün yetmediği anlamına gelir. Ev'i seç, sonra taslağı gezdir: yeşil zeminin düz ve boş olduğunu, kırmızı ise kapalı olduğunu gösterir. Döndürmek için tekerleği çevir, onaylamak için sol tıkla. Evler, kışlanın sonradan devşireceği aileleri yetiştirir."
"Left-click your barracks and pick a soldier from the production panel. Every recruit costs population and resources: the population comes from the barracks' own pool, shown on the card, and refills when civilians from your Homes are delivered to it. The bar in the top panel shows your army against the map's population cap.","Kışlana sol tıkla ve üretim panelinden bir asker seç. Her devşirme nüfus ve kaynak harcar: nüfus, kartta gösterilen kışlanın kendi havuzundan gelir ve Evlerinden gelen siviller oraya teslim edildikçe tazelenir. Üst paneldeki çubuk, ordunu haritanın nüfus sınırına karşı gösterir."
"One soldier is not an army. Keep recruiting until you field eight - mix spearmen to hold a line with archers to punish whatever charges it. If a card turns grey, the tutorial hint tells you what ran short. New recruits gather at the barracks' rally flag; set one from the production panel.","Bir asker ordu değildir. Sekiz kişilik bir kuvvet çıkarana kadar devşirmeyi sürdür - hattı tutacak mızrakçıları, üzerine hücum edeni cezalandıracak okçularla karıştır. Bir kart grileşirse eğitim ipucu neyin eksildiğini söyler. Yeni devşirilenler kışlanın toplanma sancağında toplanır; üretim panelinden bir tane belirle."
"A Roman raid is coming. The wave tracker counts it down and the minimap marks its entry point. Form up near your barracks: spearmen in front, archers behind, and the commander close so his aura reaches them. Break the raid to continue.","Bir Roma baskını geliyor. Dalga takipçisi geri sayar ve mini harita giriş noktasını işaretler. Kışlanın yakınında diz: önde mızrakçılar, arkada okçular ve aurası onlara erişsin diye komutan yakında. Sürdürmek için baskını kır."
"Soldiers can be told how to behave, and the three orders are not the same. Guard: click a spot; they meet anything that comes near it, then walk back to it. Hold: they never take a step, but they reach further, hit harder and brace against a charge - archers and spearmen only. Patrol: click two waypoints and they march the beat between them, fighting whatever crosses it. Hover any of the three to read the full rules, then give one of them to your soldiers.","Askerlere nasıl davranacakları söylenebilir ve bu üç emir aynı şey değildir. Nöbet: bir noktaya tıkla; yakınına gelen her şeyi karşılar, sonra oraya geri yürürler. Mevzi: bir adım bile atmazlar, ama daha uzağa erişir, daha sert vurur ve bir hücuma karşı payanda alırlar - yalnızca okçular ve mızrakçılar. Devriye: iki ara noktaya tıkla, aralarında mekik dokur ve hattı geçen her şeyle çarpışırlar. Kuralların tamamını okumak için üçünden birinin üzerine gel, sonra askerlerine birini ver."
"Your commander carries the standard. Troops near him fight with higher morale, and while he is selected two commands appear: Aura empowers every soldier in a ring around him for a stretch and then recharges - the button prints the radius, how long it lasts and how long until it returns - and Rally plants a flag that the army marches to. If he dies, your lines break and the mission is lost - keep him behind the spears. Trigger the Aura now.","Sancağı komutanın taşır. Ona yakın birlikler daha yüksek morille çarpışır ve o seçiliyken iki komut belirir: Aura, çevresindeki halkadaki her askeri bir süre güçlendirir ve sonra yenilenir - düğme yarıçapı, ne kadar sürdüğünü ve dönmesine ne kadar kaldığını yazar - Toplanma ise ordunun yürüdüğü bir sancak diker. Ölürse hatların dağılır ve görev kaybedilir - onu mızrakların gerisinde tut. Şimdi Aurayı tetikle."
"Move the view with the arrow keys or WASD, or push the mouse to the screen edge. Scroll to zoom, Q and E rotate, Ctrl with the up and down arrows tilts, and Home returns to your camp. Follow keeps the camera on your selection. Move the camera now.","Görüşü ok tuşları ya da WASD ile hareket ettir veya fareyi ekran kenarına it. Yakınlaştırmak için tekerleği çevir, döndürmek için Q ve E, eğmek için Ctrl ile yukarı ve aşağı oklar ve kampına dönmek için Home. İzle, kamerayı seçiminin üzerinde tutar. Şimdi kamerayı hareket ettir."
"The top-left buttons pause the battle and set the speed, from half up to quadruple. Space pauses too, and + and - step through the speeds without reaching for the bar. The active speed stays lit while paused, and you can change it there. Change the speed or pause and resume now.","Sol üstteki düğmeler savaşı duraklatır ve hızı yarımdan dört katına kadar ayarlar. Boşluk da duraklatır ve + ile -, çubuğa uzanmadan hızlar arasında ilerletir. Etkin hız duraklatılmışken de yanık kalır ve oradan değiştirilebilir. Şimdi hızı değiştir ya da duraklatıp sürdür."
"The star in the top bar shows your current objective. Press Escape and choose Objectives to read the full briefing: what wins the mission, what loses it, and any optional goals. Open it now, then return to the battle.","Üst çubuktaki yıldız şimdiki hedefini gösterir. Brifingin tamamını okumak için Escape'e bas ve Hedefler'i seç: görevi ne kazandırır, ne kaybettirir ve isteğe bağlı amaçlar nelerdir. Şimdi aç, sonra savaşa dön."
"You know everything the field will ask of you. The Roman camp lies across the meadow. Gather your army, keep the commander behind the line, and take the camp: kill the Roman commander and the mission is won.","Meydanın senden isteyeceği her şeyi biliyorsun. Roma kampı çayırın karşısında. Ordunu topla, komutanı hattın gerisinde tut ve kampı al: Roma komutanını öldür, görev kazanılır."
"Select at least one of your soldiers","Askerlerinden en az birini seç"
"Right-click the ground to move your selected troops","Seçili birliklerini hareket ettirmek için zemine sağ tıkla"
"Destroy the Roman scouting party (%1 soldiers)","Roma keşif kolunu yok et (%1 asker)"
"Deliver %1 wood to your barracks yard","Kışla avluna %1 odun teslim et"
"Deliver %1 stone and %2 iron","%1 taş ve %2 demir teslim et"
"Build a Home with a builder","Bir inşaatçıyla Ev inşa et"
"Recruit a soldier at the barracks and wait for it to march out","Kışlada bir asker devşir ve dışarı çıkmasını bekle"
"Field at least %1 soldiers","En az %1 asker çıkar"
"Break the Roman raid","Roma baskınını kır"
"Give a Guard, Hold or Patrol order","Bir Nöbet, Mevzi ya da Devriye emri ver"
"Select your commander and trigger the Aura","Komutanını seç ve Aurayı tetikle"
"Move, zoom or rotate the camera","Kamerayı hareket ettir, yakınlaştır ya da döndür"
"Change the game speed or pause and resume","Oyun hızını değiştir ya da duraklatıp sürdür"
"Open the Objectives screen","Hedefler ekranını aç"
"Kill the Roman commander and take the camp","Roma komutanını öldür ve kampı al"
"Tutorial","Eğitim"
"Tutorial %1/%2 · %3","Eğitim %1/%2 · %3"
"Show","Göster"
"Tutorial step","Eğitim adımı"
"TUTORIAL · STEP %1 OF %2","EĞİTİM · ADIM %1 / %2"
"Open the help screen","Yardım ekranını aç"
"Hide the tutorial card (it can be shown again)","Eğitim kartını gizle (yeniden gösterilebilir)"
"Well done - the tutorial is complete.","Aferin - eğitim tamamlandı."
"Well done. The next step follows in a moment, or press Continue.","Aferin. Sonraki adım birazdan gelir ya da Sürdür'e bas."
"Resume","Sürdür"
"Pause","Duraklat"
"Show me","Bana göster"
"Replay step","Adımı yeniden oynat"
"Skip step","Adımı atla"
"Continue","Sürdür"
"End tutorial","Eğitimi bitir"
"Iron Sepulcher %1","Demir Kabir %1"
"The shrine answers to you now. Its dead fall still.","Mabet artık sana yanıt veriyor. Ölüleri kımıldamadan yatıyor."
"The shrine is broken. Every risen guardian crumbles.","Mabet kırıldı. Kalkmış her bekçi ufalanıyor."
"The barrow gives up its hoard: %1.","Kurgan hazinesini veriyor: %1."
"Wave %1/%2","Dalga %1/%2"
"The Iron Sepulcher wakes. %1 rises to meet you.","Demir Kabir uyanıyor. %1 seni karşılamak için kalkıyor."
"%1 claws out of the ground.","%1 topraktan tırmalayarak çıkıyor."
"The risen guardians are put down. The ground is quiet.","Kalkmış bekçiler yatırıldı. Toprak sessiz."
"Attack","Saldır"
"Guard","Nöbet"
"Hold","Mevzi"
"Patrol","Devriye"
"Medic","Şifacı"
"Build","İnşa"
"Collect","Topla"
"Repair","Onar"
"Unit details","Birim ayrıntıları"
"Close the unit details","Birim ayrıntılarını kapat"
"No details are available for this unit.","Bu birim için ayrıntı yok."
"In the field","Sahada"
"Damage per second","Saniyedeki hasar"
"Range","Menzil"
"Health","Can"
"Speed","Hız"
"Sight","Görüş"
"What it can do","Neler yapabilir"
"Highlighted orders are the ones this selection can carry out right now.","Vurgulanan emirler bu seçimin şu anda yerine getirebileceği emirlerdir."
"What it costs","Neye mal olur"
"Reserve %1  ·  Build time %2s","Yedek %1  ·  İnşa süresi %2sn"
"Fields %n soldier(s) in one squad.","Tek bir müfrezede %n asker çıkarır."
"Strengths and weaknesses","Güçlü ve zayıf yanlar"
"History","Tarih"
"Line infantry","Hat piyadesi"
"Heavy infantry","Ağır piyade"
"Spear infantry","Mızrak piyadesi"
"Ranged","Menzilli"
"Skirmisher","Avcı"
"Cavalry","Süvari"
"War beast","Savaş hayvanı"
"Siege","Kuşatma"
"Command","Komuta"
"Support","Destek"
"Worker","İşçi"
"Civilian","Sivil"
"Caster","Büyücü"
"Shielded","Kalkanlı"
"Mounted","Atlı"
"Expendable","Gözden çıkarılabilir"
"Awakened","Uyanmış"
"Elite","Seçkin"
"Archer","Okçu"
"Swordsman","Kılıççı"
"Spearman","Mızrakçı"
"Mounted Knight","Atlı Şövalye"
"Horse Archer","Atlı Okçu"
"Horse Spearman","Atlı Mızrakçı"
"Healer","Şifacı"
"Skeleton Swordsman","İskelet Kılıççı"
"Skeleton Archer","İskelet Okçu"
"Grave Priest","Mezar Rahibi"
"Catapult","Mancınık"
"Ballista","Balista"
"War Elephant","Savaş Fili"
"Quintus Fabius Maximus","Quintus Fabius Maximus"
"Publius Cornelius Scipio","Publius Cornelius Scipio"
"Marcus Claudius Marcellus","Marcus Claudius Marcellus"
"Hanno the Great","Büyük Hanno"
"Hasdrubal Barca","Hasdrubal Barka"
